Timestamp,Temperature(degree celcius),Humidity,MQ-135 raw value,Light State,Air quality,Gas Anomaly,Occupancy Status
7/20/2026 0:15:34,30.8,90,957,1,Poor,1,Unoccupied
7/20/2026 0:15:49,30.8,90,960,1,Poor,1,Unoccupied
7/20/2026 0:15:56,30.8,90,961,1,Poor,1,Unoccupied
7/20/2026 0:16:02,30.3,90,961,1,Poor,1,Unoccupied
7/20/2026 0:16:10,30.2,91,963,1,Poor,1,Unoccupied
7/20/2026 0:16:20,30.2,91,962,1,Poor,1,Unoccupied
7/20/2026 0:16:30,30.2,91,963,1,Poor,1,Unoccupied
7/20/2026 0:16:50,30.2,91,960,1,Poor,1,Unoccupied
7/20/2026 0:17:11,29.8,92,960,1,Poor,1,Unoccupied
7/20/2026 0:17:32,29.8,92,961,1,Poor,1,Unoccupied
7/20/2026 0:17:55,29.8,92,948,1,Poor,1,Unoccupied
7/20/2026 0:18:19,29.8,93,920,1,Poor,1,Unoccupied
7/20/2026 0:18:48,0,94,985,1,Poor,1,Unoccupied
7/20/2026 0:19:00,30.2,91,986,1,Poor,1,Unoccupied
7/20/2026 0:19:18,30.2,91,989,1,Poor,1,Unoccupied
7/20/2026 0:19:39,30.2,91,991,1,Poor,1,Unoccupied
7/20/2026 0:20:03,30.2,91,991,1,Poor,1,Unoccupied
7/20/2026 0:20:28,30.8,91,991,1,Poor,1,Unoccupied
7/20/2026 0:20:52,30.8,91,991,1,Poor,1,Unoccupied
7/20/2026 0:21:16,30.8,91,991,1,Poor,1,Unoccupied
7/20/2026 0:21:45,30.8,90,992,1,Poor,1,Unoccupied
7/20/2026 0:22:08,30.8,90,992,1,Poor,1,Unoccupied
7/20/2026 0:22:33,30.8,90,992,1,Poor,1,Unoccupied
7/20/2026 0:22:57,30.8,89,992,1,Poor,1,Unoccupied
7/20/2026 0:23:20,30.8,89,992,1,Poor,1,Unoccupied
7/20/2026 0:23:40,30.8,89,994,1,Poor,1,Unoccupied
7/20/2026 0:24:06,30.8,89,994,1,Poor,1,Unoccupied
7/20/2026 0:24:30,30.8,89,994,1,Poor,1,Unoccupied
7/20/2026 0:25:10,31.3,89,994,1,Poor,1,Unoccupied
7/20/2026 0:25:36,31.3,89,994,1,Poor,1,Unoccupied
7/20/2026 0:25:59,31.3,89,994,1,Poor,1,Unoccupied
7/20/2026 0:26:23,31.3,88,994,1,Poor,1,Unoccupied
7/20/2026 0:26:44,31.3,88,993,1,Poor,1,Unoccupied
7/20/2026 0:27:04,31.3,88,994,1,Poor,1,Unoccupied
7/20/2026 0:27:27,31.3,88,994,1,Poor,1,Unoccupied
7/20/2026 0:27:50,31.3,88,994,1,Poor,1,Unoccupied
7/20/2026 0:28:13,31.3,88,994,1,Poor,1,Unoccupied
7/20/2026 0:28:36,31.3,88,994,1,Poor,1,Unoccupied
7/20/2026 0:28:56,31.3,87,994,1,Poor,1,Unoccupied
7/20/2026 0:29:20,31.3,87,994,1,Poor,1,Unoccupied
7/20/2026 0:29:41,31.3,87,994,1,Poor,1,Unoccupied
7/20/2026 0:29:47,31.3,88,994,1,Poor,1,Unoccupied
7/20/2026 0:29:53,31.3,88,994,1,Poor,1,Unoccupied
7/20/2026 0:30:00,31.3,88,997,1,Poor,1,Unoccupied
7/20/2026 0:30:10,31.3,88,997,1,Poor,1,Unoccupied
7/20/2026 0:30:20,31.3,88,997,1,Poor,1,Unoccupied
